(syll)	B_PS	B_OG	B_LC	B_DT	B_TI	I_PS	I_OG	I_LC	I_DT	I_TI	O	I
城	0.072895426155	0.072895426155	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
짙	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.973457442695	0.00241295975497
永	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
닿	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.996323477787	0.000334229292099
S	0.000861154873033	0.94437098831	0.000861154873033	0.000861154873033	0.000861154873033	0.000861154873033	0.000861154873033	0.000861154873033	0.000861154873033	0.000861154873033	0.0470174629596	0.000861154873033
덩	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.973457442695	0.00241295975497
묻	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	1.0	4.78089288389e-25
혼	1.18506486423e-27	3.22134028599e-27	1.18506486423e-27	1.18506486423e-27	1.18506486423e-27	1.18506486423e-27	1.18506486423e-27	1.18506486423e-27	1.18506486423e-27	1.18506486423e-27	1.0	1.18506486423e-27
떠	6.21315958685e-49	6.21315958685e-49	6.21315958685e-49	6.21315958685e-49	6.21315958685e-49	6.21315958685e-49	6.21315958685e-49	6.21315958685e-49	6.21315958685e-49	6.21315958685e-49	1.0	6.21315958685e-49
줌	0.000123242501424	0.000123242501424	0.000123242501424	0.000123242501424	0.000123242501424	0.000123242501424	0.000123242501424	0.000123242501424	0.000123242501424	0.000123242501424	0.998644332484	0.000123242501424
界	0.00627300785976	0.00627300785976	0.00627300785976	0.00627300785976	0.00627300785976	0.00627300785976	0.00627300785976	0.00627300785976	0.00627300785976	0.00627300785976	0.930996913543	0.00627300785976
톨	0.877757882133	0.118791611592	0.000294454965803	0.000294454965803	0.000294454965803	0.000294454965803	0.000294454965803	0.000294454965803	0.000294454965803	0.000294454965803	0.000800411582841	0.000294454965803
참	3.39227019303e-47	6.81355682155e-46	3.39227019303e-47	3.39227019303e-47	3.39227019303e-47	3.39227019303e-47	3.39227019303e-47	3.39227019303e-47	3.39227019303e-47	3.39227019303e-47	1.0	3.39227019303e-47
生	4.53902880965e-05	1.66981538195e-05	1.66981538195e-05	1.66981538195e-05	1.66981538195e-05	1.66981538195e-05	1.66981538195e-05	1.66981538195e-05	1.66981538195e-05	1.66981538195e-05	0.999787628174	1.66981538195e-05
稽	0.072895426155	0.072895426155	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
딘	0.176093714176	0.176093714176	0.0647812571648	0.0647812571648	0.0647812571648	0.0647812571648	0.0647812571648	0.0647812571648	0.0647812571648	0.0647812571648	0.0647812571648	0.0647812571648
k	0.0472748051102	0.000318535131225	0.000318535131225	0.000318535131225	0.000318535131225	0.000318535131225	0.000318535131225	0.000318535131225	0.000318535131225	0.000318535131225	0.949539843578	0.000318535131225
흉	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	0.999500850048	4.53772683897e-05
헨	0.054380170174	0.054380170174	0.401818128085	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174
發	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.990068914138	0.000902825987459
在	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.832312344259	0.0152443323401
룻	0.0152443323401	0.0152443323401	0.0152443323401	0.832312344259	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401
뭇	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.832312344259	0.0152443323401
經	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.832312344259	0.0152443323401
잇	2.54366564737e-13	2.54366564737e-13	2.54366564737e-13	2.54366564737e-13	2.54366564737e-13	2.54366564737e-13	2.54366564737e-13	2.54366564737e-13	2.54366564737e-13	2.54366564737e-13	0.999999999997	2.54366564737e-13
徽	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
反	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
모	3.07156985646e-202	9.39600346674e-209	9.39600346674e-209	6.33097733621e-211	6.33097733621e-211	6.33097733621e-211	6.33097733621e-211	6.33097733621e-211	6.33097733621e-211	6.33097733621e-211	1.0	2.55409854838e-208
노	9.71043645778e-67	4.29602713117e-61	6.71418428821e-79	2.47001036387e-79	2.47001036387e-79	2.47001036387e-79	2.47001036387e-79	2.47001036387e-79	2.47001036387e-79	2.47001036387e-79	1.0	6.71418428821e-79
由	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
辨	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
맙	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.973457442695	0.00241295975497
式	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.646137686887	0.0321693011921
善	0.000123216408458	0.000123216408458	0.00033493692408	0.000123216408458	0.000123216408458	0.000123216408458	0.000123216408458	0.000123216408458	0.000123216408458	0.000123216408458	0.998432898991	0.000123216408458
『	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
용	6.78952745759e-122	7.64060658701e-129	1.03404365655e-129	1.39942591139e-130	1.39942591139e-130	1.39942591139e-130	1.39942591139e-130	1.39942591139e-130	1.39942591139e-130	1.39942591139e-130	1.0	1.03404365655e-129
렉	0.921068900303	0.00620611343275	0.00620611343275	0.00620611343275	0.00620611343275	0.00620611343275	0.00620611343275	0.00620611343275	0.00620611343275	0.00620611343275	0.0168699653696	0.00620611343275
살	5.583037061e-85	1.02256890712e-86	2.05388455404e-85	1.02256890712e-86	1.02256890712e-86	1.02256890712e-86	1.02256890712e-86	1.02256890712e-86	1.02256890712e-86	1.02256890712e-86	1.0	1.12138297032e-83
록	7.17509597316e-66	7.17509597316e-66	1.95039330013e-65	1.95039330013e-65	7.17509597316e-66	7.17509597316e-66	7.17509597316e-66	7.17509597316e-66	7.17509597316e-66	7.17509597316e-66	1.0	1.95039330013e-65
몹	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.646137686887	0.0321693011921
얄	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
땅	8.53304762574e-17	8.53304762574e-17	4.6588861451e-15	8.53304762574e-17	8.53304762574e-17	8.53304762574e-17	8.53304762574e-17	8.53304762574e-17	8.53304762574e-17	8.53304762574e-17	1.0	1.71390843154e-15
觀	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	0.999500850048	4.53772683897e-05
싣	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.996323477787	0.000334229292099
，	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.401818128085	0.054380170174
목	5.8140404859e-62	5.8140404859e-62	5.8140404859e-62	1.58042006027e-61	5.8140404859e-62	5.8140404859e-62	5.8140404859e-62	5.8140404859e-62	5.8140404859e-62	5.8140404859e-62	1.0	5.8140404859e-62
訪	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
문	1.83259022095e-273	2.14763857104e-257	4.98149669663e-273	1.67110597274e-276	2.26159600139e-277	2.26159600139e-277	2.26159600139e-277	2.26159600139e-277	2.26159600139e-277	2.26159600139e-277	1.0	1.67110597274e-276
널	6.14355596319e-06	6.14355596319e-06	6.14355596319e-06	6.14355596319e-06	6.14355596319e-06	6.14355596319e-06	6.14355596319e-06	6.14355596319e-06	6.14355596319e-06	6.14355596319e-06	0.999893169361	4.5395079659e-05
5	1.95039330013e-65	2.89464031165e-63	1.95039330013e-65	3.97544973591e-31	2.1388659649e-62	1.95039330013e-65	1.95039330013e-65	1.95039330013e-65	1.95039330013e-65	1.95039330013e-65	1.0	5.66566817636e-52
▲	8.31521113333e-07	8.31521113333e-07	8.31521113333e-07	8.31521113333e-07	8.31521113333e-07	8.31521113333e-07	8.31521113333e-07	8.31521113333e-07	8.31521113333e-07	8.31521113333e-07	0.999990853268	8.31521113333e-07
얏	0.072895426155	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
핑	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	4.53772683897e-05	0.999500850048	4.53772683897e-05
밌	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.401818128085	0.054380170174
팽	6.14373225859e-06	6.14373225859e-06	6.14373225859e-06	6.14373225859e-06	6.14373225859e-06	6.14373225859e-06	6.14373225859e-06	6.14373225859e-06	6.14373225859e-06	6.14373225859e-06	0.999921862282	1.67003957575e-05
롱	0.0174165686159	0.00235707624664	0.00640719752953	0.00235707624664	0.00235707624664	0.00235707624664	0.00235707624664	0.00235707624664	0.00235707624664	0.00235707624664	0.950912426352	0.00640719752953
솟	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.646137686887	0.0321693011921
빗	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.973457442695	0.00241295975497
굼	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
꾸	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	4.78089288389e-25	1.0	4.78089288389e-25
愛	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.401818128085	0.054380170174
ㅂ	5.10908902778e-12	5.10908902778e-12	5.10908902778e-12	5.10908902778e-12	5.10908902778e-12	5.10908902778e-12	5.10908902778e-12	5.10908902778e-12	5.10908902778e-12	5.10908902778e-12	0.999999999944	5.10908902778e-12
너	2.2273635618e-39	2.74878500791e-43	2.74878500791e-43	2.74878500791e-43	2.74878500791e-43	2.74878500791e-43	2.74878500791e-43	2.74878500791e-43	2.74878500791e-43	2.74878500791e-43	1.0	2.03109266273e-42
E	5.10908902393e-12	0.999999999191	5.10908902393e-12	5.10908902393e-12	5.10908902393e-12	5.10908902393e-12	5.10908902393e-12	5.10908902393e-12	5.10908902393e-12	5.10908902393e-12	7.58256042177e-10	5.10908902393e-12
키	1.22974574855e-80	1.66427989189e-81	2.25235790555e-82	1.51762681905e-84	1.51762681905e-84	1.51762681905e-84	1.51762681905e-84	1.51762681905e-84	1.51762681905e-84	1.51762681905e-84	1.0	3.04823495097e-83
쿡	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
핍	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.832312344259	0.0152443323401
된	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.401818128085	0.054380170174
캠	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.646137686887	0.0321693011921
欲	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
옳	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.990068914138	0.000902825987459
팀	4.53737305575e-05	4.53737305575e-05	4.53737305575e-05	4.53737305575e-05	4.53737305575e-05	4.53737305575e-05	4.53737305575e-05	4.53737305575e-05	4.53737305575e-05	4.53737305575e-05	0.999422924107	0.000123338587264
꼼	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.401818128085	0.054380170174
七	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
맣	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.973457442695	0.00241295975497
곯	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
먼	1.71390843154e-15	6.30511676015e-16	6.30511676015e-16	6.30511676015e-16	6.30511676015e-16	6.30511676015e-16	6.30511676015e-16	6.30511676015e-16	6.30511676015e-16	6.30511676015e-16	1.0	1.26641655491e-14
호	1.0	2.70869526668e-76	9.08666032348e-80	1.66427989189e-81	1.66427989189e-81	1.66427989189e-81	1.66427989189e-81	1.66427989189e-81	1.66427989189e-81	1.66427989189e-81	1.29958142501e-24	3.34279552192e-80
甲	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
짝	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	0.999999999585	3.77513454271e-11
월	4.02006021574e-74	3.66582041118e-77	5.44055987926e-75	9.9647330101e-77	6.71418428821e-79	6.71418428821e-79	6.71418428821e-79	6.71418428821e-79	6.71418428821e-79	6.71418428821e-79	1.90061993527e-55	1.0
擧	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
띄	3.05901291167e-07	3.05901291167e-07	3.05901291167e-07	3.05901291167e-07	3.05901291167e-07	3.05901291167e-07	3.05901291167e-07	3.05901291167e-07	3.05901291167e-07	3.05901291167e-07	0.999996635086	3.05901291167e-07
뛰	1.8795288165e-12	1.8795288165e-12	1.8795288165e-12	1.8795288165e-12	1.8795288165e-12	1.8795288165e-12	1.8795288165e-12	1.8795288165e-12	1.8795288165e-12	1.8795288165e-12	0.999999999979	1.8795288165e-12
起	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
唐	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
륙	0.00237632505601	0.00237632505601	0.0175587991481	0.00237632505601	0.00237632505601	0.00237632505601	0.00237632505601	0.00237632505601	0.00237632505601	0.00237632505601	0.958677950292	0.00237632505601
再	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.401818128085	0.054380170174
뽑	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.990068914138	0.000902825987459
입	2.1076716071e-95	1.5573703743e-94	2.1076716071e-95	1.15074970625e-93	2.1076716071e-95	2.1076716071e-95	2.1076716071e-95	2.1076716071e-95	2.1076716071e-95	2.1076716071e-95	1.0	2.1076716071e-95
孝	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
뜸	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.646137686887	0.0321693011921
薰	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
達	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
任	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
쟁	4.90609473065e-35	4.90609473065e-35	1.3336148155e-34	4.90609473065e-35	4.90609473065e-35	4.90609473065e-35	4.90609473065e-35	4.90609473065e-35	4.90609473065e-35	4.90609473065e-35	1.0	1.3336148155e-34
란	2.28569367672e-49	1.13797987351e-50	3.39227019303e-47	4.1863939993e-51	4.1863939993e-51	4.1863939993e-51	4.1863939993e-51	4.1863939993e-51	4.1863939993e-51	4.1863939993e-51	1.0	4.1863939993e-51
인	7.39319661806e-271	2.79103119455e-281	1.00056035833e-271	1.26712620197e-285	1.26712620197e-285	1.26712620197e-285	1.26712620197e-285	1.26712620197e-285	1.26712620197e-285	1.26712620197e-285	1.0	1.88058202617e-283
학	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
參	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
젠	0.00627300785976	0.00627300785976	0.00627300785976	0.00627300785976	0.00627300785976	0.00627300785976	0.00627300785976	0.00627300785976	0.00627300785976	0.00627300785976	0.930996913543	0.00627300785976
짧	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.996323477787	0.000334229292099
海	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.646137686887	0.0321693011921
資	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
못	2.53469490431e-89	2.53469490431e-89	2.53469490431e-89	2.53469490431e-89	2.53469490431e-89	2.53469490431e-89	2.53469490431e-89	2.53469490431e-89	2.53469490431e-89	2.53469490431e-89	1.0	2.53469490431e-89
캘	0.0497330876723	0.135188548493	0.367480574784	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723
l	5.10908902761e-12	5.10908902761e-12	5.10908902761e-12	5.10908902761e-12	5.10908902761e-12	5.10908902761e-12	5.10908902761e-12	5.10908902761e-12	5.10908902761e-12	5.10908902761e-12	0.999999999911	3.77513454394e-11
곁	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.990068914138	0.000902825987459
州	0.00620611343275	0.00620611343275	0.921068900303	0.00620611343275	0.00620611343275	0.00620611343275	0.00620611343275	0.00620611343275	0.00620611343275	0.00620611343275	0.0168699653696	0.00620611343275
靖	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
찮	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.990068914138	0.000902825987459
쌉	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.401818128085	0.054380170174
글	1.56288218933e-18	1.56288218933e-18	1.56288218933e-18	4.24835425529e-18	1.56288218933e-18	1.56288218933e-18	1.56288218933e-18	1.56288218933e-18	1.56288218933e-18	1.56288218933e-18	1.0	1.56288218933e-18
舟	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
비	1.96532398758e-184	2.26960019811e-201	4.15691776505e-203	1.39449055744e-206	1.88723774562e-207	1.88723774562e-207	1.88723774562e-207	1.88723774562e-207	1.88723774562e-207	1.88723774562e-207	1.0	4.15691776505e-203
상	8.76141754643e-298	2.17173828139e-300	9.85967654376e-305	1.08124482293e-301	3.62717229705e-305	3.62717229705e-305	3.62717229705e-305	3.62717229705e-305	3.62717229705e-305	3.62717229705e-305	1.0	7.98937865328e-301
左	0.0497330876723	0.135188548493	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.367480574784	0.0497330876723
恩	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
物	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.990068914138	0.000902825987459
e	2.61027906967e-23	2.61027906967e-23	2.61027906967e-23	2.61027906967e-23	2.61027906967e-23	2.61027906967e-23	2.61027906967e-23	2.61027906967e-23	2.61027906967e-23	2.61027906967e-23	1.0	7.09547416228e-23
默	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
즌	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
평	1.90061993527e-55	5.66566817636e-52	3.09335001131e-50	6.99198999665e-56	2.57220937264e-56	2.57220937264e-56	2.57220937264e-56	2.57220937264e-56	2.57220937264e-56	2.57220937264e-56	1.0	1.90061993527e-55
둣	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
옮	2.06115357571e-09	2.06115357571e-09	2.06115357571e-09	2.06115357571e-09	2.06115357571e-09	2.06115357571e-09	2.06115357571e-09	2.06115357571e-09	2.06115357571e-09	2.06115357571e-09	0.999999977327	2.06115357571e-09
律	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
쩌	7.58256036467e-10	7.58256036467e-10	7.58256036467e-10	7.58256036467e-10	7.58256036467e-10	7.58256036467e-10	7.58256036467e-10	7.58256036467e-10	7.58256036467e-10	7.58256036467e-10	0.999999991659	7.58256036467e-10
혀	2.78946808431e-10	2.78946808431e-10	2.78946808431e-10	2.78946808431e-10	2.78946808431e-10	2.78946808431e-10	2.78946808431e-10	2.78946808431e-10	2.78946808431e-10	2.78946808431e-10	0.999999996932	2.78946808431e-10
通	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.646137686887	0.0321693011921
쉭	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.401818128085	0.054380170174
周	0.367480574784	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.135188548493	0.0497330876723
母	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.646137686887	0.0321693011921
백	3.81749718867e-54	9.46262946584e-57	9.46262946584e-57	1.28062763892e-57	1.73314104234e-58	1.73314104234e-58	1.73314104234e-58	1.73314104234e-58	1.73314104234e-58	1.73314104234e-58	1.0	3.81749718867e-54
韓	0.000901427594278	0.000901427594278	0.988535389808	0.000901427594278	0.000901427594278	0.000901427594278	0.000901427594278	0.000901427594278	0.000901427594278	0.000901427594278	0.0024503342492	0.000901427594278
혜	1.66995639636e-05	4.53941212655e-05	1.66995639636e-05	6.14342625875e-06	6.14342625875e-06	6.14342625875e-06	6.14342625875e-06	6.14342625875e-06	6.14342625875e-06	6.14342625875e-06	0.999872059341	6.14342625875e-06
迎	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
白	0.367480574784	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.135188548493	0.0497330876723
