얘	0.00992502 0.0116871 -0.00857595 0.02647 0.0299226 0.0202014 0.0233058 0.0061175 0.00623984 -0.0321078 -0.0120552 -0.0160314 -0.0173046 0.0276124 -0.0239176 -0.0312004 -0.0280616 0.0234174 -0.0370155 0.000952676 -0.00887129 0.000421345 0.0151035 0.0356661 -0.00509953 -0.0227042 0.0132287 0.0301324 -0.0280415 0.0113708 0.0154449 0.027308 0.0279378 -0.0232414 -0.0169548 -0.0377973 0.00351959 -0.0315029 0.00969611 0.0259783 -0.0236006 0.00185442 -0.00390366 0.0253428 -0.0122462 0.0163776 -0.0331389 -0.0339203 -0.00303741 -0.0229025 0.00998145 0.0375568 -0.0158952 -0.0258334 -0.0365291 0.00766169 -0.00638679 -0.0260634 -0.0261799 -0.000384133
쭝	-0.0256425 -0.0133641 -0.0200025 0.0220071 -0.0386358 -0.0193427 0.00457794 -0.00663882 0.0108831 0.0255023 0.0382885 -0.0329027 0.0215632 -0.0100797 -0.0162525 -0.00223213 -0.0274011 0.00707496 -0.0216341 0.0383778 -0.0188162 -0.00837927 0.0254119 0.00656414 0.0068386 -0.0376844 -0.0212612 0.00539811 -0.0326487 0.0120162 0.0146059 -0.0303235 0.00369153 0.00781424 -0.0304124 -0.00644698 -0.0265633 -0.0148632 -0.0282243 -0.0227401 0.0174236 -0.0113754 0.00766474 -0.035682 -0.009198 -0.00733376 -0.0320928 0.0171815 -0.0189308 -0.00554096 -0.0350122 -0.0136768 -0.0295792 0.00337334 0.0258286 -0.00119508 -0.00226646 -0.0255277 -0.020719 0.0113863
룝	0.0142168 0.0333661 0.0126348 -0.0267019 -0.0281871 -0.0379121 -0.00747184 0.00843979 -0.0177011 -0.0143477 0.0236841 -0.0286309 -0.00152645 0.0299175 -0.0237591 -0.0209226 -0.0272277 -0.0232446 -0.00637888 -0.0354003 0.0358776 0.023964 0.00829978 0.0281106 0.0215774 0.0335596 -0.027231 0.00752562 0.0204656 -0.00397419 -0.0208986 -0.0179008 0.0206118 0.00514152 0.0323032 0.0233747 -0.0293769 -0.0164624 -0.0202708 0.0199857 0.0262322 0.0172669 0.0335445 -0.0127556 0.00218115 -0.00859637 0.0303398 0.0219743 0.00972595 0.0377306 -0.00171622 -0.0361717 -0.0212277 0.0291218 0.0283213 -0.03293 0.0187477 0.0092641 0.0185848 0.0312172
돟	0.0241109 0.0012859 -0.0135808 -0.0335846 -0.0215815 0.0105496 0.00519188 0.0296281 0.019898 -0.0207522 0.0140978 0.00704193 -0.0212022 -0.0315189 0.025804 0.0387569 0.0333882 0.0149366 0.00114376 0.0221521 0.00802608 0.0387293 -0.0361778 0.0254394 0.0239697 0.0199236 -0.0348236 -0.0228823 0.0321776 0.0188977 0.0351918 0.0339904 -0.0186705 0.00243872 0.00996353 0.0361507 -0.0289119 0.0363138 -0.02492 -0.0114394 -0.0278808 -0.0385807 0.0205391 0.0119188 -0.0305742 -0.00385329 -0.00517299 -0.0210856 0.0212679 0.0341307 -0.0101934 -0.0379472 -0.00695043 -0.0385746 -0.0143462 -0.0319746 0.0344295 0.0369902 -0.018876 -0.000968855
폳	0.0223746 -0.0168953 0.000143733 0.0102442 0.0301019 0.00734658 -0.0203702 -0.00580444 -0.0346243 -0.0138226 -0.0324191 0.00358093 -0.0253904 -0.0163757 0.0202429 -0.0315337 -0.0146102 -0.0160768 0.00711777 0.0263255 -0.0216338 0.0037274 0.00262228 0.00590264 -0.0286167 -0.0110334 -0.00332729 -0.0158324 0.00368835 -0.0149217 0.0340339 0.0131652 -0.0238574 -0.00256216 0.0226231 -0.00817933 0.011821 -0.0347438 0.0352616 0.034653 -0.0126956 -0.0233914 -0.00451971 0.035113 0.0366286 -0.00776974 -0.00765441 0.0226772 0.0384439 -0.0117039 -0.024434 -0.00557521 0.00344786 0.00801589 -0.0282517 0.00173321 0.034154 0.0155717 0.0210761 0.000351105
혓	-0.0384472 -0.0260395 -0.0236155 0.00144339 0.0156887 -0.0142478 -0.0223486 -0.0285881 -0.0175657 0.00197833 -0.0167137 -0.0350823 0.0161434 0.00510425 -0.00673486 -0.00826251 0.0230301 -0.0129349 -0.0321852 0.011349 0.00305983 -0.0291608 0.00466603 -0.0372781 -0.0360491 0.0309898 0.0182409 -0.0232893 -0.0313165 -0.0134469 -0.00592531 0.0198061 0.0266628 0.0265737 0.0202775 -0.0322307 -0.0344472 0.00575482 -0.000808463 -0.0206556 0.0112652 -0.0383207 0.0132981 0.0251633 -0.00871681 0.0119189 0.0218023 0.011559 0.0296823 0.0224623 0.022759 -0.0197624 0.0317049 -0.0141713 -0.0334821 0.00857916 0.0286034 -0.0100189 0.023921 0.0289436
넷	-0.0142764 0.0152658 0.0078017 0.0384505 -0.0345587 0.00353301 -0.00100163 0.00174495 -0.0257968 -0.00956829 0.0363205 -0.00460615 -0.0287259 0.0162221 -0.022572 0.0289111 -0.0263146 0.0118882 -0.0361468 -0.00725544 -0.00779571 -0.0256022 0.0343892 -0.00542807 -0.0320843 0.00497777 0.00184053 -0.014069 -0.0348567 0.0258703 -0.017955 -0.00315829 0.00939045 -0.0126651 -0.0093159 -0.0225189 -0.0176867 -0.0114723 -0.00313462 0.0224435 -0.00732392 -0.0164122 -0.0120685 -0.02364 -0.0209744 0.0168939 -0.00309532 0.0308111 -0.00220136 0.0386668 0.0207806 -0.0339403 -0.0104742 -0.0169992 -0.029269 -0.0314241 -0.0223776 0.0182326 -0.0205317 -0.00487135
쉿	-0.0381732 0.0320759 0.00805835 0.000188485 0.0236613 0.00143298 -0.0072949 -0.0288736 -0.038586 -0.019693 -0.0257461 -0.0211301 0.029935 0.0274799 0.0115217 -0.0165514 0.0161417 -0.0128424 -0.00842687 -0.0283125 0.015797 0.0133354 -0.0259359 0.00585009 0.0323632 0.0170978 0.00397912 -0.00440292 -0.0244165 0.00794792 0.012503 0.00291912 0.0337067 0.0217387 0.00270949 -0.0267022 -0.0105125 -0.0236015 -0.0208426 0.010504 -0.0155043 -0.00841086 0.0212126 -0.0289971 -0.021098 0.0256454 -0.00146809 0.0279289 0.0104266 0.0304587 -0.0221942 0.0082901 -0.0271864 0.0216583 -0.0192225 -0.0299708 -0.0130746 -0.0342681 0.0103582 -0.00410898
귤	0.0117553 -0.0181543 0.0148084 -0.0251853 0.0278188 0.0230256 0.0291188 -0.00500592 -0.012642 -0.0186231 -0.00341712 -0.00701582 0.0322756 0.00844892 0.00417 -0.0214265 -0.0206222 -0.0199935 -0.015236 0.0308697 -0.0320922 0.00315367 0.0252014 -0.0314239 -0.0278661 0.016936 0.0342226 -0.0256802 0.0267214 -0.0129685 0.0237251 0.0250571 0.017507 -0.00381752 -0.00348953 -0.0270994 -0.0369577 0.0383585 -0.00656438 0.0314015 0.00415938 -0.0341102 -0.0238606 0.0204307 -0.0253461 0.0284419 -0.0155196 -0.0091507 -0.000199288 0.0101362 0.00886082 0.000683509 -0.000199974 -0.0154624 -0.0240312 0.0301633 -0.0265767 0.0381866 0.000844207 0.0384811
삼	-0.0328739 0.0135884 0.0177478 0.00416155 0.0109697 -0.0206356 0.0348235 -0.00828939 0.0131319 0.0163655 -0.0260987 0.00202102 0.0321836 0.0292218 0.0117995 -0.033478 0.0291058 0.00557473 7.46734e-05 0.030497 -0.0240602 -0.0117624 -0.00643024 -0.00376285 0.0233124 -0.0194534 0.0143985 -0.0194819 0.00795038 0.0348003 -0.019713 -0.0181669 0.0308448 0.0109598 0.0128014 -0.00352759 0.0143046 -0.00754312 -0.0109599 0.0280989 -0.0284823 0.0175512 -0.0355453 0.0303349 -0.0216971 -0.00829192 0.0054458 0.0375852 0.029927 0.0138532 0.00674229 -0.0254148 -0.00866546 0.0306749 -0.0263581 -0.025614 0.03813 0.00651054 0.00955598 0.021724
뜽	0.0250765 -0.0259135 0.0128729 0.031847 -0.00642592 0.0057319 -0.0275788 -0.0328039 -0.0125581 -0.00276892 -0.0314558 0.00475704 0.0386309 -0.0211607 0.00876359 -0.0272714 0.0104424 -0.0336802 -0.0229526 -0.00693983 0.0123374 -0.0287097 0.0302942 0.0234609 0.0386287 -0.0222194 -0.000453569 -0.0373735 0.0269702 -0.0339597 0.0273043 -0.0353941 0.0181732 0.0104113 0.0150349 -0.0169072 -0.0348337 -0.0351988 -0.00436831 -0.0333833 0.0374706 0.0359418 0.0085728 0.0170953 -0.0226765 -0.00622232 -0.0292466 -0.0171107 -0.00219862 0.0191688 -0.0124407 -0.020689 0.0186352 0.0366053 0.00178683 -0.025797 0.00468265 0.00944525 0.0323475 0.00395904
ㄶ	0.0104203 0.0248479 0.00344424 -0.00749607 0.0274493 0.0221208 0.0129409 0.0187748 0.0227288 0.0168491 -0.0245016 0.0205419 0.0192375 0.029405 0.024572 0.038342 -0.0141177 -0.0349449 -0.0131688 -0.0142225 -0.0377188 0.00124643 -0.0122692 -0.0194551 0.0336907 0.0206646 -0.0205905 -0.013579 0.00812593 -0.00788568 -0.0313412 0.0271337 -0.00191598 0.00265189 -0.0268141 0.0164391 -0.0286221 -0.0279271 0.026044 0.0373277 -0.0316463 0.036187 0.0136768 0.0363839 0.0274002 0.0167072 -0.020888 0.00989852 -0.00614562 -0.0304982 0.0213546 0.0241155 0.0113017 -0.0143037 -0.0090851 0.0345209 0.000252839 0.0148804 0.0239626 0.0227525
담	0.0160703 -0.0164251 -0.0209319 0.0324128 0.0155901 -0.0057941 0.0211234 -0.0278369 0.0179419 -0.0276434 -0.00179573 0.0196618 -0.0140989 -0.0147053 -0.027059 0.0126778 0.00643278 0.0240086 0.00268352 -0.0245349 -0.0368598 -0.0311583 -0.00801229 0.00628004 0.00842644 0.00889204 -0.0161372 -0.0154442 0.0153743 -0.0173143 -0.000258476 -0.0114471 -0.0376588 -0.0302486 0.0238013 -0.00723443 -0.0289933 0.0203068 0.0358715 -0.0299296 0.0247769 -0.00485866 0.0258166 0.00645709 0.00403352 0.0218762 -0.0121216 0.0267296 0.000381898 -0.00733423 -0.0175499 -0.0251584 0.0266026 -0.0269773 -0.00494514 0.00483311 0.0120018 -0.035627 -0.0210951 0.0188855
뀨	-0.000148769 -0.00211379 0.00410865 0.0138321 0.0270245 0.00196429 -0.0271652 0.0125412 -0.0102992 0.0260542 0.0293346 -0.0197987 -0.0292693 -0.018849 -0.0346154 0.0153372 0.0287488 0.0148322 0.0253775 -0.0311737 -0.0160366 -0.0103139 -0.00142 -0.0199789 -0.028763 0.00458236 0.0244872 0.0102362 -0.0127673 -0.0219814 -0.032928 0.0306641 -0.00588567 0.0168361 -0.0383295 -0.00685101 -0.0148712 -0.000149582 -0.0246387 -0.0177526 0.0203526 -0.00993104 0.0376105 -0.0156572 0.00466995 0.0250137 -0.0374992 -0.00903731 0.00526068 0.00591189 0.00773465 0.0115809 0.0103236 -0.032479 0.00260329 -0.0146703 -0.0266574 -0.0350685 0.036122 0.00710323
꿧	-0.0133931 -0.00104909 0.0362201 0.0162457 -0.0244976 -0.0313004 0.0346276 0.0105081 -0.0348143 0.01038 0.0248222 -0.0126749 0.0321353 0.0216711 0.0383548 0.00540771 0.0222581 -0.0123995 0.0113727 -0.0301261 -0.0262333 0.0159874 -0.0147687 0.00347893 0.0206459 0.0142192 0.00802498 -0.00601475 -0.00321595 0.0302055 0.00871379 0.0285152 0.0221416 0.00980124 0.0220908 -0.0338404 -0.0228724 -0.0165539 0.0255497 0.0303267 -0.037232 -0.0359375 0.0295198 -0.0152089 -0.0219146 0.00942697 -0.0322145 -0.0316937 -0.0238855 0.0344684 0.0292608 0.0302169 0.00963814 -0.00271818 0.0125844 0.0184979 0.0347973 -0.0355308 -0.0041 0.0146945
접	0.00762541 0.0145616 -0.0227221 -0.00101454 -0.00228324 0.0117445 0.0312875 -0.00911688 0.00481151 -0.00167976 0.006083 -0.00185164 -0.0322207 -0.0363838 -0.0192847 0.0265076 0.0170949 -0.00459835 0.0377403 0.0253698 -0.0320461 0.0207466 -0.0373788 -0.0125135 -0.0224043 -0.0315935 0.0134492 -0.0270085 0.0266281 -0.0185858 -0.0243718 0.0310321 0.0232678 0.00941531 0.00547409 0.0135237 0.011604 0.0334058 -0.0212696 -0.0252167 -0.0127722 -0.0349137 -0.0173818 -0.0353347 0.0359895 0.00385773 0.00723831 -0.0168643 -0.0273931 0.0323192 0.00650416 -0.00690197 -0.0357911 -0.00640276 -0.0103279 0.0317023 0.00120709 0.0222427 -0.017023 -0.0097199
짧	-0.0098136 -0.0257022 0.00573118 -0.00814469 -0.00722093 -0.0155789 -0.000495724 0.0276712 -0.0230863 0.0345507 0.00379187 -0.0278481 0.000479709 -0.0318178 -0.0155416 -0.0313581 -0.0135899 -0.00184637 0.0139871 0.0297083 0.0126465 -0.0177796 0.0186208 0.0355088 0.00123951 -0.0356639 -0.00389897 -0.0174247 0.023236 0.0213703 0.0164996 -0.00458913 -0.0365787 0.0100649 0.0312294 -0.0291342 -0.0139029 0.035822 0.0255543 -0.0191825 -0.0152001 -0.0279076 0.0341281 0.000111371 -0.0144787 -0.0361199 -0.0209891 -0.00716752 -0.000484563 0.00475495 -0.0377819 -0.0346022 -0.00690303 0.0233555 -0.0350056 0.0126867 -0.00579729 -0.00110893 -0.0042902 -0.0365087
잣	0.0033929 -0.00673338 0.00681057 -0.0266999 -0.00809175 0.0140494 0.038151 -0.0178276 -0.0364959 0.0284786 0.0164835 -0.00270893 0.00258099 -0.0280306 -0.0218916 0.0219174 0.0187599 0.0305096 0.0167172 -0.0237768 0.0321776 0.0159436 -0.0281509 0.0147465 -0.0325028 0.0240058 0.00830779 0.0283099 0.0223139 0.026971 -0.033792 -0.014775 0.00992836 -0.0098282 0.00595749 0.000527468 -0.00614658 0.0251367 0.0376018 0.0229523 -0.00413667 -0.0105626 0.0233015 -0.0040586 -0.00129164 -0.00599738 -0.0260363 -0.0176138 0.00400748 0.00574178 -0.00362568 -0.0322024 0.0205363 -0.032149 0.0356434 -0.0301489 -0.0170976 0.0268247 0.0315085 0.0298315
몹	0.0139887 0.0321899 0.0128687 0.0171722 0.0260982 0.0217875 0.0321601 -0.0240988 9.52631e-05 -0.0171224 0.0289358 0.0230942 0.0326286 0.0136165 0.026929 0.0077928 -0.000266507 0.0304833 -0.0109628 -0.00859675 0.0250261 -0.0122172 0.0162623 0.00586544 0.020122 -0.0287242 -0.0307115 -0.0266261 0.0127362 0.0203621 0.0234087 -0.0193772 0.0269366 0.0124264 0.034674 0.023691 -0.010806 0.035368 0.00953061 -0.0186336 0.0119451 -0.011836 0.0218134 0.0220243 0.00394662 -0.0184627 0.0103057 0.017521 -0.00766975 0.0277684 -0.00588391 -0.0261849 -0.0078354 0.0191298 0.0279669 0.000199843 -0.0308389 -0.0134718 0.0102076 -0.036122
술	-0.0204542 0.0282903 -0.00566717 -0.0314865 0.0214203 0.00335129 -0.0200668 -0.0261178 -0.00105509 0.035362 0.00945854 0.031459 -0.0251954 -0.000816569 0.00278655 0.0219453 -0.0232404 0.0150109 0.00902737 -0.014193 0.0283918 0.0263236 0.0331378 -0.0314008 0.00996857 0.0319612 -0.030132 -0.00659875 0.00863995 -0.0119558 -0.000283971 0.0169546 0.0319722 -0.0117706 -0.0156083 0.0215802 -0.0367996 -0.0260913 -0.026266 0.0181843 -0.0157787 0.0254614 0.00579451 -0.0300525 0.028324 0.0315027 -0.0341901 0.0287317 -0.027128 -0.00257993 -0.00393433 0.00118901 -0.0120571 -0.0365251 -0.013678 0.0345101 0.0123659 -0.0310378 0.0078465 -0.0139372
퀘	0.031994 -0.0196882 0.012846 -0.0197444 -0.0253288 0.00424931 -0.0368693 -0.0266056 0.027253 -0.0156255 -0.000667289 -0.025579 0.025486 0.0307108 0.0337148 0.0157871 -0.0329999 0.0298178 0.015844 0.0314601 0.00550653 -0.0163771 -0.032629 -0.00507434 -0.0362925 0.031537 0.0256385 -0.0117897 -0.0338103 -0.0298936 -0.0321033 0.0247051 0.0314801 -0.00651366 -0.00627379 -0.0176476 -0.0249305 -0.022658 0.0174169 0.0242639 -0.0161546 -0.0233229 -0.00268413 0.0213308 0.018977 -0.00737386 -0.00595363 -0.000382092 0.028104 -0.0375393 0.0385127 0.0220687 0.00205014 -0.0306611 -0.0046538 0.0336283 -0.00797649 -0.0344417 0.00718598 -0.0137657
닢	-0.0276363 0.00804172 0.0242194 0.0321004 0.0293716 0.00874423 -0.000940043 0.0362776 -0.0242758 -0.0283075 0.00408274 -0.00612932 -0.0129342 0.00523899 -0.0270908 -0.0280765 -0.010247 0.0130038 0.0349444 -0.0159176 0.00866585 0.0184435 0.0261348 -0.0111265 -0.020183 -0.00745489 0.00470264 0.037785 -0.0118814 -0.0237743 -0.018036 0.02222 -0.00985525 0.021889 0.0259182 0.025673 -0.0328159 -0.0269345 -0.0314237 -0.0193906 0.0292807 0.0185911 -0.0147097 0.00599078 -0.0310599 -0.00131658 -0.026832 -0.00249091 -0.0318815 -0.038072 0.00612445 -0.0325484 -0.0162797 -0.0262766 0.0157717 0.0228553 0.00491476 -0.0300409 0.0154464 0.0182681
젯	0.0342537 0.0156559 -0.000266146 -0.0113365 0.0205819 0.0188931 -0.0129831 0.00106961 -0.0317682 0.0286071 -0.0048066 -0.00172332 -0.0011362 -0.0327927 0.018685 -0.0145291 -0.000545487 0.00508788 -0.00999216 0.0265746 -0.0251108 0.0334754 -0.0031825 0.0338486 0.0381988 0.00246857 -0.0158503 0.0296545 -0.0148861 -0.00256595 -0.0337049 -0.0102702 8.63262e-05 -0.0276767 -0.00540844 -0.0350826 -0.0175406 -0.0153869 -0.0342551 -0.010863 -0.0254428 0.029333 -0.0341521 0.0350044 -0.0215819 -0.0185461 -0.0312229 -0.0338367 0.013962 0.0238291 -0.0290416 -0.0262734 -0.00824937 -0.0278551 0.0134105 -0.00165116 0.0077388 0.00230974 -0.033294 -0.0346737
둬	0.0369378 -0.00553855 -0.00423933 -0.0154898 -0.0111797 0.0159543 0.00475943 -0.0149142 0.0122302 -0.00125865 0.0221716 0.00391914 -0.0303997 0.014285 0.019421 -0.0302959 -0.0113332 0.0112815 0.034403 -0.0318818 -0.0295692 -0.031708 -0.0196744 0.0378432 0.0112433 0.00884577 0.0341143 -0.0346921 -0.00431783 0.0297526 -0.0151753 -0.00152861 0.0356348 0.0345783 0.0369112 0.0342287 -0.00420836 -0.0144348 -0.0238149 -0.0200176 0.00791511 -0.00465668 0.00443705 0.00462255 0.0213124 -0.0209102 0.00435745 0.0246932 -0.015667 -0.00862314 -0.000965927 0.00211959 0.0345257 0.00888482 -0.000750348 0.00386642 0.0278601 0.00132061 -0.0294372 0.00295371
튿	0.0123533 0.0281362 0.0205405 0.00313475 -0.0356671 0.0143139 -0.0320394 0.021945 0.0275074 -0.0179601 -0.0118885 -0.030148 0.0242722 0.030198 0.00526703 -0.0048338 0.00546949 0.00595188 -0.015921 -0.0248537 0.0375562 -0.0183028 0.0262524 -0.0121726 0.00939061 -0.0283757 -0.0111356 -0.0166352 -0.029085 -0.000781186 0.0295419 0.000910852 0.0362867 0.0233368 0.0281533 0.0110478 -0.0129665 0.0187533 0.029513 -0.0270214 -0.0119634 -0.0216605 -0.0274752 0.00112308 -0.0100272 -0.00691041 -0.0292421 0.0355957 0.0179889 -0.0337142 0.00223127 -0.0359024 -0.0278688 -0.0291153 0.0288579 0.0140331 -0.00976793 -0.0213873 -0.0246709 -0.0335097
작	0.0353051 0.0289659 0.03126 -0.00644559 0.0340946 0.0309842 -0.0144413 0.0302296 0.0286169 0.0360598 -0.0282746 -0.0240984 -0.00850721 0.0359134 0.0289883 0.0216694 0.0170519 -0.0249638 -0.0380682 0.0306282 -0.0348482 0.0308676 0.0212904 -0.019003 -0.0364448 0.0067964 -0.00994949 -0.00869087 0.00490322 0.025616 0.0182615 -0.0381 0.0318743 -0.00385168 -0.000552103 -0.00300784 -0.0256478 -0.0267572 -0.0185881 0.038442 0.0144438 -0.0266266 0.0363923 0.00629802 0.019961 -0.0120127 0.00788594 -0.0270783 0.0336737 -0.0148913 -0.0241371 0.0229189 0.0143169 -0.0131761 -0.0080907 0.0182756 -0.0292098 0.0340887 0.00214133 -0.00613527
벱	0.0149141 -0.00364951 0.000600867 0.0298857 0.0307948 -0.011452 -0.0048688 -0.0185943 -0.0127411 -0.00834804 0.000991985 0.00156304 0.0196429 0.0385001 0.0207442 -0.0279004 -0.000872448 0.028393 -0.0030862 -0.00436521 0.0140303 0.000323799 -0.0227699 -0.0379568 0.0211302 -0.00590836 -0.0106235 0.0354205 -0.00709591 0.0213795 0.0312286 0.0295287 0.00494941 0.02382 0.0137931 0.00510166 0.0172929 0.00319473 -0.00390607 -0.0381173 -0.0202542 -0.0208359 0.0362109 0.0313587 0.024748 -0.00721458 0.0336029 -0.0103152 0.029776 -0.0311711 -0.000296716 -0.0226784 0.00787768 0.0219052 -0.0274848 0.0321009 -0.0240473 0.027286 0.0368424 0.000358194
뭇	0.00225387 0.0145851 -0.0341765 -0.0215245 -0.00427089 0.0348276 -0.00637197 -0.000267901 0.0159526 -0.0277663 0.0201092 0.00878148 0.0262848 -0.0115276 0.0134353 -0.0164877 0.0105477 -0.0108866 -0.019228 -0.0119711 0.0339103 -0.0236298 0.000408057 -0.00576579 -0.00974569 -0.00935084 -0.0223116 -0.0176243 0.0327644 -0.0102038 -0.0210114 0.0363319 -0.0114146 -0.0316002 0.0267864 0.0229602 -0.0279987 -0.00323254 0.0121383 0.0209442 -0.00795939 -0.0169595 0.00325764 -0.0232791 -0.00455014 0.0282468 -0.00592901 0.0350948 -0.00553161 -0.0262619 0.0351903 -0.0170645 -0.0377899 -0.0368796 0.0295038 -0.0358196 0.0117248 0.0185563 -0.0250843 -0.00532832
쉰	0.00698841 -0.00117379 -0.0264672 -0.0321462 0.0358057 0.0178278 0.0305336 0.00499499 0.035636 0.0344901 0.000183005 0.0256502 -0.0247218 -0.00280622 -0.0174237 0.0307421 0.012665 -0.0252105 0.0176835 -0.00130591 0.0269855 -0.0329793 0.0276288 -0.00464467 0.00288742 -0.0189361 0.012252 0.0198707 -0.0345624 -0.0217926 -0.035676 0.0375347 -0.0112743 0.00747525 0.00179243 0.036204 -0.00407182 0.00903599 0.0287714 -0.0335213 0.030065 -0.0256584 -0.00999108 -0.0285041 0.0154694 -0.00159557 0.0285496 -0.0244186 -0.0188994 -0.0252944 -0.0151001 -0.0157502 0.028487 -0.0050695 -0.0133002 0.0132176 0.0298732 0.0138104 0.0215423 -0.0186051
꼳	-0.022582 -0.00175541 0.0213998 0.034061 5.10477e-05 0.0263775 0.0306911 -0.00229125 -0.000445761 0.0224729 -0.0324378 0.0120686 -0.0377034 0.00297481 -0.027336 0.0208156 0.0187468 -0.00280232 0.0165565 -0.0181194 -0.00942845 -0.0233488 0.0225024 -0.00442152 -0.00981222 -0.00264204 -0.0267212 0.0256434 -0.032286 0.0250442 -0.0283231 -0.00277282 -0.0163324 0.0235386 0.00807811 0.0246539 -0.00673078 0.0192753 0.0141712 -0.00863521 -0.0219826 0.017193 -0.0100693 -0.0349429 -0.00679778 -0.0294883 -0.0295964 0.0045241 0.0125907 -0.000862412 -0.0131102 0.0203818 0.0257249 -0.0175063 0.0348086 -0.0134965 0.0197207 -0.0275832 -0.0275989 0.0241196
램	-0.0301361 -0.0166214 -0.00442209 -0.0231559 0.0370471 0.0317681 0.0095903 -0.0132137 -0.0238204 -0.00671987 0.0324525 0.0149891 0.0256676 -0.0143596 0.00956787 0.00543598 -0.00320848 -0.0195032 0.0050434 -0.0248369 -0.0220951 -0.0248609 0.0131322 -0.00697898 0.0132577 0.0362846 0.0258252 -0.0135351 0.0227291 -0.0350854 0.000559088 -0.0126942 0.0140338 0.0121821 -0.0383086 0.0103174 -0.0315751 0.0369189 -0.0372307 0.0344422 -0.0351369 0.0165107 -0.0238165 -0.00471972 -0.0315423 -0.0336615 -0.0372839 0.0135237 -0.0334503 -0.00185116 0.022202 -0.0237182 -0.0386493 0.00747404 0.0218273 -0.0274476 0.0102823 -0.0251253 -0.00877828 -0.0296754
덤	0.00264125 0.00855082 -0.000341173 -0.00945214 -0.0308106 -0.00506189 -0.0159532 0.0101025 -0.0123568 0.024652 0.0354092 -0.0171197 -0.023647 -0.0345808 -0.0170331 0.00976695 -0.01264 0.031314 -0.0374367 0.0177977 -0.0337534 -0.00286876 0.0230518 0.00861951 0.0125719 0.0195949 -0.0270228 -0.0308003 -0.00863017 -0.0195401 0.0346547 0.00129347 0.0122588 -0.0184761 0.0341499 -0.0282763 -0.0258656 0.00596794 0.0166267 0.0198282 -0.00699279 -0.0085681 0.0221524 0.0135417 0.034768 -0.0223559 -0.0376235 -0.00531737 -0.00215664 -0.0342177 -0.0380032 -0.0243114 0.0066283 0.0229496 -0.0324762 -0.0213552 -0.0286086 0.00227909 -0.000683933 -0.0220147
궁	0.00714209 0.0242365 0.00158129 0.0236221 -0.034596 0.00722451 0.038232 0.00704961 -0.0150538 0.0248645 -0.0295551 -0.0067582 -0.000668935 -0.00487608 -0.00181902 0.0177516 0.00613106 0.0258011 -0.0127795 0.0129558 -0.0373202 -0.0366248 0.0284071 0.0246676 0.0272697 0.0256543 -0.00415285 0.00444387 0.0165848 0.0175308 -0.014384 0.0293269 0.00354365 -0.0229915 -0.0276067 0.0149795 0.0101282 -0.0152307 -0.0250883 0.0345385 0.0378721 -0.0324482 -0.017608 0.00137596 -0.0384844 0.0320339 0.0271099 0.0127758 0.0126689 -0.0288522 -0.00875079 0.0242354 -0.0303957 -0.0335314 0.0100399 0.0235506 -0.0364865 0.0298928 0.0206564 0.00250208
돋	-0.00244533 -0.000944555 0.00170846 0.00616133 0.00134161 0.0281178 0.0332849 0.0251901 -0.00794713 -0.00909318 -0.00347006 0.0209617 0.0216128 0.00544714 0.0102179 0.00568264 -0.0203459 0.0210572 0.0341967 0.0341939 0.0102287 0.0279235 -0.021741 0.0331731 -0.0159657 0.021846 -0.0175458 0.0370112 -0.0261463 0.0220969 0.00725181 -0.0210816 -0.0150919 0.0276197 -0.0216028 -0.0205326 0.0247582 0.025274 -0.0232869 -0.00466026 -0.0190303 0.0356157 -0.00557614 -0.0337675 -0.0117836 -0.018403 -0.0274952 0.016862 0.0340413 0.0153909 0.00632114 0.00652334 -0.0387376 0.00257046 -0.00215402 0.0105511 0.0310889 0.00912423 -0.0135163 0.0319434
깉	0.0115856 -0.00725769 -0.0310324 0.0376441 -0.0184903 0.0264492 0.0122939 0.0147763 0.0100361 0.0347896 0.032915 0.0240049 -0.000150543 -0.00183537 0.00361725 -0.00520077 0.0325577 -7.12276e-05 0.0189369 -0.0229034 0.0276439 0.0357528 -0.0269739 -0.0245 -0.02634 -0.0234894 -0.0116354 0.03564 0.0254972 0.000656065 -0.0379338 0.0160411 -0.0283558 -0.00746355 0.0345847 0.0128612 0.0159857 0.038445 0.00540867 0.0116326 0.0369653 -0.0208577 0.0105301 0.0224005 0.00489311 0.0387509 -0.0284274 -0.0137665 -0.037957 -0.0073933 -0.00793876 0.0316901 0.000854611 0.0275972 0.0158891 -0.0297683 0.0211036 0.00885729 -0.000444438 0.0300435
슌	0.00963233 -0.0234214 0.0355374 0.0279173 0.0234218 0.0165668 0.0267144 0.0226447 0.00730974 0.0259266 0.00120485 -0.0250039 0.000516821 0.0194479 0.0157766 0.00814876 -0.0287926 -0.0032754 0.035072 -0.0194655 -0.0196502 0.00957036 0.018699 -0.0276616 -0.0358912 0.0269203 0.0375652 -0.00657919 0.0117431 -0.0126651 0.00421227 -0.0173824 -0.0184196 -0.0367652 -0.000190388 0.0330363 0.0031928 0.0161523 -0.0327441 -0.00839367 -0.0350133 -0.0254111 0.0106868 0.0190579 0.0205043 0.02968 0.011813 0.0106334 -0.0125606 -0.00128953 0.00782507 -0.0178548 0.00954604 -0.00925749 -0.0272158 -0.025135 -0.0385358 0.00301384 0.0225791 0.003331
